,interest_rate,grade,debt_to_income
9412,26.3,E,31.15
9413,13.67,C,12.66
9414,14.49,C,26.98
9415,21.98,E,13.23
9416,19.47,D,27.42
9417,12.74,C,2.96
9418,10.47,B,25.2
9419,8.18,B,17.76
9420,13.49,C,21.4
9421,18.49,D,5.69
9422,14.07,C,37.12
9423,11.44,B,11.11
9424,26.3,E,10.17
9425,16.91,C,14.96
9426,5.32,A,13.4
9427,23.4,E,8.33
9428,5.32,A,7.15
9429,10.16,B,30.25
9430,7.9,A,10.12
9431,9.99,B,25.7
9432,18.84,E,30.54
9433,10.56,B,21.57
9434,10.42,B,11.79
9435,6.67,A,39.85
9436,9.44,B,14.43
9437,16.78,C,5.87
9438,13.67,C,26.61
9439,11.99,C,29.56
9440,6.72,A,13.71
9441,24.99,E,16.06
9442,11.99,B,5.81
9443,8.24,B,5.32
9444,10.64,B,20.87
9445,8.39,B,17.93
9446,23.4,E,4.4
9447,6.92,A,16.89
9448,15.99,C,9.87
9449,12.73,B,11.94
9450,27.27,E,14.52
9451,16.2,C,32.82
9452,9.93,B,11.61
9453,6.07,A,19
9454,17.86,D,12.31
9455,8.18,B,8.1
9456,19.53,D,23.25
9457,13.67,C,26.95
9458,14.65,C,32.41
9459,7.89,A,9.64
9460,7.56,A,28.9
9461,11.49,B,27.56
9462,13.49,C,12.38
9463,14.47,C,3.17
9464,11.99,B,14.03
9465,19.99,D,18.16
9466,15.41,D,8.4
9467,12.69,C,23.63
9468,22.4,E,31.13
9469,7.9,A,18.42
9470,13.67,B,32.54
9471,15.31,C,22.66
9472,7.35,A,6.03
9473,7.99,A,17.97
9474,9.99,B,14.78
9475,10.49,B,11.56
9476,10.99,B,15.28
9477,14.99,C,27.24
9478,17.57,D,32.6
9479,13.49,C,9
9480,9.93,B,24.33
9481,12.79,C,5.41
9482,11.99,B,16.32
9483,11.99,B,16.9
9484,13.56,C,16.68
9485,11.55,B,19.8
9486,13.35,C,17.33
9487,11.49,B,22.42
9488,13.99,C,25.21
9489,9.17,B,14.5
9490,7.97,A,30.98
9491,8.9,A,22.78
9492,5.32,A,10.92
9493,16.02,C,30
9494,11.67,B,26.13
9495,19.22,D,10.93
9496,19.42,D,14.73
9497,13.56,C,10.52
9498,11.44,B,13.97
9499,16.91,C,2.34
9500,10.07,B,9.06
9501,9.16,B,6.46
9502,14.46,C,12.41
9503,18.06,D,23.8
9504,9.8,B,26.85
9505,11.99,B,21.7
9506,12.73,B,27.5
9507,6.03,A,4.56
9508,13.99,C,30.67
9509,8.19,A,11.65
9510,13.99,C,18.94
9511,18.75,D,30.3
9512,12.99,B,4.08
9513,9.99,B,12.43
9514,9.76,B,20.92
9515,9.16,B,11.9
9516,8.46,A,4.58
9517,14.99,C,6.46
9518,11.99,C,18.31
9519,12.99,C,13.89
9520,14.03,C,12.64
9521,14.99,C,13.94
9522,13.49,C,4.79
9523,16.91,C,14.66
9524,7.99,A,28.01
9525,23.4,E,1.59
9526,26.31,E,27.5
9527,14.03,C,35.56
9528,18.84,E,12.44
9529,14.33,C,14.16
9530,26.06,F,2.67
9531,16.2,C,12.35
9532,11.44,B,6.29
9533,6.83,A,24.26
9534,18.24,D,24.88
9535,12.49,B,19.47
9536,11.44,B,17.73
9537,10.99,B,12.84
9538,7.39,A,17.19
9539,9.44,B,29.1
9540,6.92,A,27.11
9541,8.49,B,7.47
9542,7.26,A,20.65
9543,9.99,B,30.37
9544,13.99,C,28.27
9545,7.59,A,9.97
9546,8.18,B,18.87
9547,13.44,C,22.96
9548,21.18,E,13.93
9549,22.15,E,2.76
9550,13.56,C,16.07
9551,14.49,C,21.49
9552,18.49,E,11.09
9553,17.57,D,18.68
9554,6.99,A,12.89
9555,14.85,C,29.7
9556,15.31,C,20.81
9557,10.99,B,21.66
9558,12.62,C,23.09
9559,11.49,B,22.09
9560,16.29,C,29.54
9561,9.44,B,23.6
9562,14.99,C,21.54
9563,9.99,B,3
9564,11.49,B,18.78
9565,11.55,B,22.02
9566,12.29,C,27.19
9567,7.84,A,10.04
9568,13.99,C,19.06
9569,8.18,B,9.05
9570,15.61,D,14.08
9571,7.69,A,6.61
9572,18.06,D,18.2
9573,17.99,D,4.48
9574,15.59,C,9.99
9575,23.99,F,32.63
9576,19.99,E,17.74
9577,7.89,A,13.22
9578,11.06,B,21.25
9579,5.32,A,17.73
9580,10.15,B,21.64
9581,8.24,B,8.96
9582,20,D,6.96
9583,7.69,A,12.7
9584,17.57,D,20.16
9585,20.99,E,18.32
9586,11.8,B,25.11
9587,6.24,A,16.64
9588,12.69,C,28.38
9589,14.08,C,18.24
9590,14.3,C,12.26
9591,8,A,12.56
9592,18.54,E,33.78
9593,12.39,C,11.04
9594,7.26,A,35.13
9595,13.99,C,13.51
9596,8.9,A,19.91
9597,9.44,B,9.38
9598,10.47,B,13.25
9599,8.18,B,9.09
9600,10.49,B,26.73
9601,21.18,E,9.6
9602,22.91,E,21.82
9603,17.77,D,20.26
9604,10.42,B,21.27
9605,12.59,C,26.61
9606,16.99,D,16.91
9607,23.99,E,29.12
9608,7.46,A,34.38
9609,15.96,C,21.35
9610,17.97,D,16.66
9611,10.99,B,2.34
9612,19.19,E,4.57
9613,9.99,B,16.11
9614,13.99,C,20.35
9615,13.67,C,16.07
9616,22.35,D,6.63
9617,15.59,C,31.86
9618,17.09,D,7.27
9619,10.42,B,30.41
9620,15.27,C,1.82
9621,9.93,B,8.55
9622,12.99,C,15.92
9623,12.35,B,19.41
9624,22.39,E,17.47
9625,7.21,A,8.03
9626,15.05,C,7.56
9627,10.99,B,29.85
9628,14.3,C,12.67
9629,8.18,B,38.28
9630,23.87,E,13.06
9631,18.49,D,13.83
9632,6.11,A,18.05
9633,7.21,A,30.2
9634,10.99,B,14.78
9635,9.17,B,16.99
9636,12.69,C,30.65
9637,14.08,C,22.21
9638,18.55,E,19.56
9639,7.39,A,10.9
9640,11.99,B,25.2
9641,6.62,A,18.27
9642,16.78,C,24.29
9643,7.69,A,19.99
9644,6.83,A,20.22
9645,6.99,A,21.82
9646,10.49,B,4.36
9647,13.49,C,16.43
9648,10.49,B,24.79
9649,11.44,B,14.29
9650,18.85,D,6.63
9651,11.44,B,9.33
9652,13.99,C,14.29
9653,15.99,C,17.5
9654,12.12,B,27.86
9655,13.99,C,19.51
9656,7.12,A,33.26
9657,9.92,B,4.2
9658,11.44,B,27.74
9659,12.29,C,13.31
9660,12.59,C,22.03
9661,10.99,B,27.54
9662,14.99,C,12.24
9663,18.06,D,31.7
9664,27.27,E,27.02
9665,5.32,A,18.17
9666,12.35,B,10.4
9667,9.75,B,17.92
9668,14.99,C,14.7
9669,16.91,C,35.22
9670,13.99,C,25.14
9671,7.24,A,30.12
9672,21.48,E,13.62
9673,13.98,C,26.75
9674,17.09,D,25.29
9675,11.99,B,18.65
9676,25.81,E,26.87
9677,11.99,B,19.75
9678,13.98,C,9.89
9679,11.06,B,28.65
9680,10.74,B,6.92
9681,14.49,C,19.87
9682,12.69,C,33.78
9683,10.99,B,29.15
9684,10.78,B,24.91
9685,16.29,C,12.72
9686,15.61,D,26.7
9687,5.32,A,12.72
9688,23.99,F,24.67
9689,14.08,C,7.37
9690,7.89,A,4.42
9691,12.98,B,34.42
9692,21.49,D,25.33
9693,8.39,B,21.23
9694,6.67,A,4.21
9695,17.86,D,20.47
9696,8.49,B,20.1
9697,18.94,D,10.56
9698,14.08,C,30.49
9699,24.99,F,26.46
9700,18.99,D,28.42
9701,15.02,C,23.93
9702,19.24,E,20.58
9703,11.67,B,20.08
9704,7.26,A,18.07
9705,7.34,A,16.24
9706,11.98,B,1.11
9707,19.2,D,22.25
9708,13.66,C,22.95
9709,15.88,C,14.44
9710,6.71,A,18.83
9711,11.49,B,22.78
9712,13.49,C,4.69
9713,12.49,B,17.13
9714,15.59,C,8.22
9715,20.89,D,21.37
9716,11.44,B,8.62
9717,6.67,A,22.47
9718,7.39,A,16.91
9719,10.91,B,17.69
9720,18.99,D,20.89
9721,11.99,B,13.59
9722,10.99,B,34.35
9723,9.67,B,29.69
9724,13.35,C,11.76
9725,13.49,C,30.84
9726,26.3,E,36.36
9727,16.2,C,12.97
9728,14.31,C,18.15
9729,7.84,A,24.6
9730,10.08,B,26.59
9731,9.49,B,26.78
9732,11.31,B,20.4
9733,14.3,C,9.6
9734,6.11,A,28.27
9735,11.49,B,9.65
9736,7.62,A,16.41
9737,5.32,A,14.81
9738,15.41,D,23.42
9739,10.99,B,34.09
9740,12.99,C,27.3
9741,15.8,C,22.74
9742,12.29,C,6.43
9743,7.56,A,34.96
9744,8.99,B,29.79
9745,6.49,A,2.95
9746,15.77,D,45.23
9747,11.31,B,20.83
9748,24.99,E,26.96
9749,15.58,D,9.73
9750,8.39,A,6.08
9751,14.99,C,19.67
9752,17.99,D,6.32
9753,16.14,C,233.97
9754,9.44,B,9.84
9755,9.76,B,30.19
9756,22.35,D,28.35
9757,8.39,B,7.52
9758,14.64,C,18.37
9759,19.99,E,28.68
9760,11.44,B,27.08
9761,5.31,A,12.43
9762,11.99,C,10.59
9763,19.42,D,16.57
9764,10.08,B,16.34
9765,17.97,D,19.98
9766,8.18,B,7.28
9767,12.74,C,14.93
9768,10.72,B,6.51
9769,20.99,E,23.82
9770,7.24,A,16.56
9771,11.49,B,11.59
9772,7.69,A,11.78
9773,15.02,C,10.24
9774,10.42,B,6.83
9775,8.24,B,2.88
9776,27.27,E,17.16
9777,14.33,C,17.88
9778,12.29,C,30.76
9779,22.15,E,33.64
9780,7.07,A,57.46
9781,16.02,C,27.04
9782,6.99,A,32.45
9783,13.59,C,18.63
9784,9.17,B,9.88
9785,7.97,A,12.79
9786,14.49,C,20.22
9787,10.99,B,24.33
9788,16.02,C,6.76
9789,14.65,C,33.18
9790,9.75,B,26.16
9791,14.52,C,28.44
9792,11.99,C,14.75
9793,6.03,A,10.01
9794,13.99,C,22.53
9795,14.08,C,2.44
9796,14.08,C,14.19
9797,20.89,D,5.78
9798,18.99,E,39.32
9799,6.71,A,23.8
9800,12.73,B,30.26
9801,15.05,C,29.09
9802,11.47,B,30.25
9803,19.19,E,22.48
9804,8.24,B,31.96
9805,8.18,B,11.8
9806,7.35,A,9.56
9807,14.65,C,30.85
9808,12.69,C,21.75
9809,18.94,D,18.1
9810,14.49,C,19.71
9811,18.25,D,19.66
9812,15.41,D,24.32
9813,20,D,15.99
9814,6.62,A,15.86
9815,7.21,A,22.29
9816,5.32,A,64.85
9817,14.08,C,28.1
9818,11.55,B,9.56
9819,10.42,B,14.89
9820,7.07,A,24.22
9821,15.05,C,16.29
9822,15.05,C,6.23
9823,17.57,D,26.4
9824,6.67,A,10.02
9825,30.75,F,11.38
9826,13.99,C,8.66
9827,15.23,C,12.66
9828,16.99,D,10.04
9829,9.44,B,23.21
9830,12.61,C,7.99
9831,12.62,C,8.32
9832,7.35,A,9.34
9833,21.99,E,33.2
9834,10.91,B,17
9835,10.16,B,20.34
9836,10.47,B,41.97
9837,9.17,B,10.54
9838,13.59,C,11.87
9839,10.42,B,11.12
9840,16.99,D,32.47
9841,18.99,E,22.29
9842,6.19,A,14.54
9843,10.15,B,24.72
9844,17.99,D,30.02
9845,7.21,A,24.72
9846,9.17,B,2.41
9847,10.33,B,14.85
9848,7.69,A,10.59
9849,15.61,D,15.23
9850,16.29,C,19.85
9851,19.42,D,32.7
9852,19.19,E,35.56
9853,14.03,C,18.72
9854,9.93,B,25.38
9855,5.32,A,11.74
9856,6.67,A,19.04
9857,13.49,C,6.08
9858,15.61,D,38.17
9859,18.25,D,5.67
9860,12.69,C,23.08
9861,11.99,B,24.09
9862,12.61,C,15.31
9863,14.65,C,20.1
9864,7.35,A,24.47
9865,10.99,B,24.84
9866,9.17,B,24.88
9867,12.05,C,38.08
9868,6.03,A,18.02
9869,12.79,C,11.58
9870,14.33,C,8.66
9871,7.89,A,27.99
9872,14.47,C,22.17
9873,6.62,A,0.27
9874,7.35,A,11.19
9875,9.44,B,23.53
9876,17.27,C,24.54
9877,19.52,E,15.79
9878,14.65,C,24.41
9879,14.49,C,21.16
9880,6.97,A,26.9
9881,10.99,B,21.97
9882,12.99,C,12.8
9883,16.78,C,19.01
9884,8.9,A,10.35
9885,11.99,C,18.71
9886,21.49,D,32.74
9887,13.49,C,24.56
9888,9.93,B,17.98
9889,14.47,C,10.91
9890,12.74,C,24.95
9891,5.32,A,11.19
9892,7.89,A,13.33
9893,11.47,B,33.29
9894,16.55,D,15.25
9895,15.61,C,10.11
9896,15.58,D,14.23
9897,20.99,E,10.34
9898,18.06,D,16.12
9899,11.06,B,27.4
9900,11.99,B,30
9901,7.24,A,29.56
9902,17.27,D,33.75
9903,25.29,E,31.18
9904,20.3,E,12.82
9905,16.78,C,11.84
9906,6.49,A,18.86
9907,8.46,A,27.7
9908,15.31,C,4.29
9909,11.99,B,37.66
9910,10.91,B,18.71
9911,14.99,C,20.12
9912,13.59,C,7.88
9913,8.81,A,11.61
9914,13.35,C,12.37
9915,19.03,D,30.46
9916,11.49,B,9.3
9917,21.85,D,13.48
9918,23.1,E,22.66
9919,13.99,C,18.73
9920,17.97,D,34.05
9921,14.65,C,23.26
9922,13.49,C,31.28
9923,11.47,B,18.33
9924,13.33,C,9.59
9925,11.8,B,24.2
9926,16.91,C,28.1
9927,12.69,C,14.93
9928,18.99,E,14.86
9929,10.49,B,19.18
9930,7.49,A,14.54
9931,18.45,D,4.26
9932,15.05,C,14.71
9933,13.33,C,22.78
9934,5.31,A,8.72
9935,12.12,B,7.2
9936,21.99,F,20.46
9937,13.56,C,35.12
9938,14.48,C,31.73
9939,8.19,A,19.73
9940,6.07,A,5.35
9941,7.35,A,15.62
9942,16.99,D,6.98
9943,5.31,A,34.29
9944,6.11,A,24.35
9945,10.75,B,5.08
9946,14.07,C,9.24
9947,6.83,A,4.64
9948,18.25,D,16.17
9949,21.45,D,13.85
9950,12.99,C,18.66
9951,8.81,A,5.26
9952,19.53,D,13.61
9953,8.67,B,25.91
9954,16.02,C,17.58
9955,10.47,B,34.53
9956,11.55,B,16.68
9957,25.34,E,30.74
9958,9.49,B,9.03
9959,8.18,B,10.72
9960,10.99,B,34.2
9961,12.73,B,26.12
9962,7.62,A,30
9963,10.99,B,29.36
9964,16.14,C,17.04
9965,26.3,E,20.44
9966,7.84,A,28.39
9967,7.26,A,19.44
9968,8.99,B,32.89
9969,12.62,C,13.23
9970,6.83,A,9.64
9971,10.42,B,20.62
9972,6.89,A,19.42
9973,17.22,G,8.84
9974,10.33,B,10.01
9975,11.99,B,11.43
9976,7.9,A,27.07
9977,7.62,A,6.14
9978,12.69,C,10.23
9979,13.33,C,10.67
9980,7.97,A,17.56
9981,12.74,C,11.81
9982,14.99,C,32.45
9983,10.47,B,13.76
9984,8.19,A,34.27
9985,12.79,C,17.43
9986,5.32,A,9
9987,17.09,D,12.47
9988,18.49,D,9.38
9989,15.05,C,23.33
9990,10.15,B,16.16
9991,11.05,B,9.31
9992,12.73,B,10.98
9993,7.89,A,16.44
9994,20.39,D,7.02
9995,10.42,B,4.32
9996,8.39,B,23.71
9997,18.25,D,24.37
9998,10.49,B,26.74
9999,26.24,E,23.28
10000,10.49,B,10.5
10001,8.9,A,9.6
10002,8.24,B,13.95
10003,7.84,A,14.09
10004,13.99,C,63.27
10005,15.05,C,24.98
10006,13.11,B,19.34
10007,12.99,B,15.59
10008,7.89,A,10.56
10009,6.03,A,7.03
10010,11.39,B,17.52
10011,14.08,C,61.11
10012,12.99,C,14.91
10013,12.99,B,7.94
10014,8.9,A,15.08
10015,15.41,D,31.57
10016,6.72,A,9.73
10017,10.74,B,27.73
10018,9.75,B,23.63
10019,13.49,C,3.93
10020,6.89,A,19.34
10021,13.99,C,2.51
10022,9.93,B,25.47
10023,6.24,A,3.55
10024,7.26,A,27.07
10025,7.97,A,23.47
10026,12.85,B,24.04
10027,6.11,A,12.22
10028,9.99,B,21.01
10029,13.49,C,4.83
10030,21.45,D,18.49
10031,21.45,D,21.4
10032,15.05,C,6.17
10033,15.05,C,34.71
10034,9.93,B,1.08
10035,20,D,12.5
10036,11.31,B,22.62
10037,14.33,C,29.72
10038,9.99,B,29.88
10039,7.35,A,13.14
10040,18.25,E,26.17
10041,16.99,D,31.65
10042,10.99,B,7.83
10043,15.61,D,17.27
10044,9.16,B,24.34
10045,16.91,C,39.13
10046,13.99,C,17.8
10047,21.99,E,29.46
10048,10.99,B,11.37
10049,8.18,B,27.37
10050,16.99,D,32.17
10051,17.57,D,38.68
10052,16.02,C,18.05
10053,13.11,C,11.31
10054,24.49,E,17.56
10055,16.55,D,27.03
10056,13.98,C,11.8
10057,8.39,B,20.31
10058,9.16,B,20.26
10059,8.18,B,15.25
10060,7.69,A,9.35
10061,9.93,B,12.29
10062,6.07,A,36.59
10063,8.39,B,10.77
10064,17.99,D,31.58
10065,14.31,C,6.59
10066,10.59,B,19.1
10067,21.45,D,19.24
10068,18.24,D,26.2
10069,16.02,C,23.05
10070,13.99,C,6.45
10071,17.27,C,21.32
10072,14.46,C,19.28
10073,12.29,C,38.76
10074,16.78,C,27.12
10075,14.65,C,23.42
10076,15.49,C,25.92
10077,6.11,A,16.52
10078,16.29,C,8.87
10079,11.99,C,13.41
10080,6.97,A,18.08
10081,19.52,D,10.41
10082,7.56,A,19.16
10083,14.08,C,6.28
10084,10.75,B,2.21
10085,5.32,A,21.73
10086,21.18,E,6.69
10087,13.33,C,26.79
10088,11.49,B,6.67
10089,13.33,C,28.87
10090,12.29,C,18.72
10091,10.75,B,16.63
10092,15.61,D,13.5
10093,15.31,C,24.61
10094,10.16,B,21.91
10095,9.8,B,34.64
10096,14.47,C,10.84
10097,10.99,B,27.63
10098,7.21,A,12.56
10099,20,D,29.61
10100,22.74,E,25.07
10101,17.99,D,22.1
10102,17.86,D,25.42
10103,17.99,D,7.68
10104,18.25,E,16.7
10105,14.65,C,8.42
10106,10.15,B,10.17
10107,7.34,A,24.89
10108,14.33,C,20.73
10109,12.74,C,16.26
10110,9.67,B,9.37
10111,15.49,C,27.47
10112,18.84,E,16.87
10113,14.08,C,30.15
10114,6.67,A,8.65
10115,14.52,C,27.2
10116,13.67,C,26.95
10117,10.99,B,21.78
10118,10.91,B,24.63
10119,11.06,B,25.13
10120,11.49,B,16.03
10121,9.67,B,10.31
10122,20.89,D,38.69
10123,16.02,C,28.97
10124,11.39,B,4.96
10125,12.59,C,35.87
10126,7.99,A,15.65
10127,7.35,A,13.37
10128,7.12,A,15.18
10129,7.97,A,5.37
10130,5.32,A,14.23
10131,17.97,D,21.84
10132,7.84,A,6.4
10133,13.56,C,32.5
10134,19.92,D,16.05
10135,17.47,D,29.24
10136,10.99,B,25.97
10137,7.51,A,16.5
10138,7.39,A,15.3
10139,10.9,B,21.03
10140,14.65,C,10.93
10141,8.19,A,15.37
10142,10.41,B,29.6
10143,7.49,A,8.53
10144,9.49,B,19.15
10145,7.99,A,20.77
10146,11.49,B,6.46
10147,18.25,D,3.67
10148,14.47,C,16.93
10149,16.99,D,34.55
10150,19.92,D,19.97
10151,19.05,D,29.73
10152,14.65,C,27.95
10153,11.53,B,14.56
10154,16.91,C,8.08
10155,7.35,A,23.25
10156,20.99,E,27.28
10157,19.05,D,34.75
10158,16.29,D,16.56
10159,15.59,D,25.84
10160,14.33,C,14.75
10161,10.91,B,12.91
10162,15.61,D,14.96
10163,16.91,C,27.71
10164,8.24,B,26.51
10165,12.69,C,5.41
10166,11.31,B,12.15
10167,13.65,C,6.02
10168,10.9,B,13.81
10169,9.17,B,11.24
10170,11.05,B,5.77
10171,8.24,B,7.72
10172,7.84,A,13.74
10173,13.66,C,39.52
10174,21.49,D,1.8
10175,11.49,B,29.79
10176,13.56,C,25.26
10177,8.99,B,20.81
10178,6.72,A,11.23
10179,6.03,A,4.35
10180,12.69,C,8.25
10181,11.99,B,34.2
10182,13.49,C,21.51
10183,13.59,C,7.63
10184,9.8,B,18.33
10185,7.07,A,12.63
10186,14.08,C,26.57
10187,20.89,D,20.09
10188,10.49,B,15.24
10189,16.01,C,23.84
10190,16.99,D,18.45
10191,12.49,B,29.13
10192,11.39,B,14.3
10193,18.99,D,8.29
10194,20,D,42.05
10195,10.15,B,20.03
10196,15.61,D,5.89
10197,9.93,B,13.47
10198,14.47,C,13.39
10199,18.25,D,4.99
10200,13.99,C,35.18
10201,13.67,C,35.77
10202,9.16,B,7.48
10203,14.49,C,23.04
10204,10.08,B,37.42
10205,11.12,B,12.78
10206,12.62,C,22.22
10207,15.33,D,21.68
10208,22.9,E,21.15
10209,14.3,C,29.56
10210,9.44,B,18.9
10211,14.49,C,16.91
10212,8.99,B,10.68
10213,16.91,C,26.03
10214,6.97,A,7.04
10215,10.07,B,17.77
10216,6.89,A,20.56
10217,17.47,D,6.85
10218,10.56,B,6.45
10219,15.02,C,9.79
10220,23.4,E,56.98
10221,28.72,F,9.84
10222,7.84,A,16.66
10223,10.75,B,13.9
10224,13.99,C,15.44
10225,7.34,A,14.1
10226,10.75,B,20.13
10227,23.4,E,29.55
10228,15.05,C,20.33
10229,12.69,C,10.7
10230,14.65,C,25.99
10231,16.99,D,12.09
10232,11.98,B,6.55
10233,17.97,D,4.63
10234,12.73,B,27.6
10235,9.93,B,12.87
10236,15.05,C,13.93
10237,25.49,E,26.86
10238,6.97,A,21.38
10239,8.18,B,34.62
10240,9.17,B,22.03
10241,14.07,C,15.24
10242,8.67,B,14.51
10243,14.08,C,17.13
10244,9.67,B,3.1
10245,23.4,E,29.56
10246,18.06,D,12.28
10247,15.05,C,7.89
10248,7.21,A,12.89
10249,28.72,F,33.85
10250,15.61,C,16.46
10251,18.24,D,39.76
10252,14.16,C,21.19
10253,8.18,B,33.42
10254,19.05,D,31.27
10255,12.61,C,22.48
10256,13.99,C,21.03
10257,11.49,B,24.17
10258,14.99,C,20.29
10259,15.05,C,23.15
10260,15.05,C,14.25
10261,15.05,C,23.73
10262,24.99,E,6.02
10263,9.75,B,8.81
10264,23.99,E,14.37
10265,11.44,B,8.54
10266,20,D,42.18
10267,9.16,B,12.3
10268,11.49,B,15.9
10269,19.92,D,27.6
10270,6.92,A,16.05
10271,14.08,C,10.08
10272,12.12,B,22.51
10273,8.18,B,34.17
10274,12.29,C,15.34
10275,13.99,C,9.22
10276,7.34,A,21
10277,5.32,A,7.72
10278,11.8,B,15.45
10279,6.67,A,9.6
10280,9.44,B,32.86
10281,7.21,A,13.84
10282,17.57,D,18.38
10283,12.35,B,34.44
10284,19.52,D,20.14
10285,9.99,B,17.39
10286,22.45,E,21.99
10287,17.57,D,18.77
10288,10.9,B,16.15
10289,8.18,B,8.55
10290,13.99,C,29.91
10291,7.97,A,17.64
10292,10.15,B,20.3
10293,21.7,E,7.83
10294,13.59,C,22.65
10295,10.07,B,3.97
10296,14.49,C,12.83
10297,15.05,C,16.4
10298,15.99,C,29.74
10299,8.46,A,19.92
10300,12.12,B,21.88
10301,13.66,C,39.17
10302,13.99,C,30.45
10303,18.06,D,18.48
10304,12.99,C,8.18
10305,11.99,C,3.96
10306,11.53,B,26.79
10307,15.61,D,19.83
10308,22.15,E,27.15
10309,12.29,C,8.52
10310,17.14,D,13.89
10311,9.71,B,9.8
10312,7.21,A,13.86
10313,11.53,B,17.21
10314,11.53,B,18.24
10315,14.98,C,30.43
10316,10.99,B,17.13
10317,9.75,B,19.09
10318,7.21,A,22.4
10319,13.44,C,8.3
10320,18.06,D,39.82
10321,10.49,B,20.28
10322,10.49,B,7.76
10323,12.99,C,16.28
10324,9.99,B,27.19
10325,8.18,B,23.8
10326,16.02,C,25.63
10327,6.49,A,27.52
10328,12.99,C,19.36
10329,8.9,A,11.4
10330,7.21,A,10.99
10331,30.99,G,17.15
10332,10.91,B,30.35
10333,10.99,B,18.3
10334,24.84,E,4.29
10335,9.44,B,9.76
10336,12.62,C,10.48
10337,9.93,B,16.1
10338,14.65,C,28.37
10339,15.22,C,19.52
10340,7.89,A,17.03
10341,17.09,D,38.65
10342,7.39,A,6.08
10343,12.99,C,26.52
10344,7.99,A,31.66
10345,16.01,C,
10346,14.65,C,30.7
10347,14.03,C,13.95
10348,18.25,D,10.35
10349,10.91,B,42.22
10350,12.29,C,7.04
10351,9.92,B,5.97
10352,8.67,B,18.31
10353,17.27,C,18.33
10354,8.59,A,12.22
10355,13.18,C,10.96
10356,7.89,A,31.73
10357,15.31,C,22.72
10358,11.44,B,8.16
10359,16.01,C,25.13
10360,17.97,D,19.18
10361,14.72,C,17.7
10362,11.49,B,6.66
10363,17.09,D,17.97
10364,5.32,A,8.87
10365,16.29,D,18.69
10366,7.26,A,17.79
10367,12.69,C,10.56
10368,12.29,C,17.81
10369,19.99,D,7.54
10370,10.47,B,19.29
10371,15.99,D,10.69
10372,10.49,B,18.99
10373,14.3,C,23.1
10374,7.9,A,4.78
10375,9.44,B,35.48
10376,9.92,B,12.79
10377,15.61,D,26.25
10378,16.29,D,20.44
10379,18.55,E,20.94
10380,16.29,C,25.65
10381,25.89,G,21.44
10382,11.06,B,23.09
10383,11.05,B,27.16
10384,14.47,C,14.2
10385,15.31,C,14.44
10386,13.99,C,28.84
10387,10.99,B,12.32
10388,13.33,C,7.68
10389,15.99,C,17.31
10390,12.62,C,19.11
10391,6.11,A,18.44
10392,13.33,C,20.97
10393,21.85,D,31.65
10394,15.61,D,15.33
10395,16.29,C,8.89
10396,18.55,E,4.49
10397,14.99,C,10.14
10398,11.99,B,5.41
10399,6.49,A,27.36
10400,8.46,A,19.03
10401,7.46,A,7.51
10402,16.02,C,7.78
10403,14.49,C,22.89
10404,13.65,C,15.38
10405,11.99,B,13.11
10406,16.46,C,26.11
10407,6.49,A,11.54
10408,15.49,C,10.5
10409,8.9,A,3.82
10410,17.57,D,34.14
10411,12.74,C,17.36
10412,13.59,C,11.45
10413,7.96,A,27.5
10414,24.5,F,10.53
10415,21.48,E,26.64
10416,7.21,A,13.7
10417,8.46,A,13.85
10418,8.18,B,29.5
10419,10.72,B,12.77
10420,10.99,B,5.45
10421,18.45,D,22.71
10422,12.12,B,27.98
10423,9.99,B,12.18
10424,15.05,C,14.5
10425,13.11,B,18.22
10426,9.92,B,9.07
10427,12.98,B,28.4
10428,18.25,D,23.02
10429,10.49,B,16.65
10430,15.02,C,16.9
10431,24.5,F,12.72
10432,15.05,C,34.66
10433,7.07,A,14.47
10434,22.39,E,25.85
10435,6.97,A,4.44
10436,9.93,B,23.43
10437,13.11,B,20.84
10438,12.35,B,30.81
10439,6.39,A,5.74
10440,22.74,E,14.33
10441,8.18,B,10
10442,18.25,E,12.66
10443,16.02,C,20.02
10444,18.99,D,11.03
10445,7.9,A,5.58
10446,16.01,C,8.08
10447,24.99,E,21.89
10448,10.99,B,27.91
10449,23.4,E,10.37
10450,23.88,E,25.26
10451,11.99,B,16.8
10452,11.47,B,2.28
10453,7.46,A,5.09
10454,5.31,A,9.95
10455,5.32,A,11.39
10456,14.47,C,18.57
10457,7.26,A,15.42
10458,7.39,A,21.7
10459,10.08,B,23.63
10460,15.31,C,38.37
10461,10.42,B,7.77
10462,11.99,C,8.52
10463,7.97,A,20.55
10464,11.47,B,13.33
10465,6.97,A,4.85
10466,11.99,B,34.9
10467,13.49,C,31.02
10468,8.24,B,28.76
10469,13.33,C,12.14
10470,13.58,C,21.65
10471,11.49,B,26.22
10472,7.99,A,13.84
10473,25.49,E,21.88
10474,11.55,B,12.69
10475,7.62,A,17.5
10476,11.99,B,22.17
10477,22.45,E,21.02
10478,14.98,C,26.81
10479,13.58,C,52.23
10480,15.99,C,2.92
10481,9.44,B,19.37
10482,20.2,E,18.87
10483,11.99,B,10.69
10484,6.71,A,14.01
10485,19.22,D,15.52
10486,10.07,B,11.85
10487,21.49,D,22.55
10488,10.72,B,9.86
10489,12.73,B,28.13
